0.000,0.239,0.920,0.0
0.100,0.245,0.920,0.0
0.200,0.268,0.922,0.0
0.300,0.316,0.930,0.0
0.400,0.370,0.937,0.0
0.500,0.427,0.944,0.0
0.600,0.497,0.954,0.0
0.700,0.564,0.964,0.0
0.800,0.616,0.969,0.0
0.900,0.668,0.972,0.0
1.000,0.709,0.974,0.0
1.100,0.756,0.980,0.0
1.200,0.774,0.987,0.0
1.300,0.782,0.995,0.0
1.400,0.797,1.010,0.0
1.500,0.817,1.027,0.0
1.600,0.834,1.038,0.0
1.700,0.846,1.043,0.0
1.800,0.847,1.052,0.0
1.900,0.843,1.066,0.0
2.000,0.843,1.084,0.0
2.100,0.865,1.104,0.0
2.200,0.872,1.121,0.0
2.300,0.894,1.133,0.0
2.400,0.921,1.146,0.0
2.500,0.925,1.163,0.0
2.600,0.963,1.163,0.0
2.700,1.032,1.161,0.0
2.800,1.112,1.157,0.0
2.900,1.152,1.157,0.0
3.000,1.155,1.154,0.0
3.100,1.156,1.153,0.0
3.200,1.157,1.151,0.0
3.300,1.151,1.151,0.0
3.400,1.148,1.158,0.0
3.500,1.158,1.159,0.0
3.600,1.166,1.158,0.0
3.700,1.178,1.158,0.0
3.800,1.179,1.159,0.0
3.900,1.182,1.159,0.0
4.000,1.187,1.159,0.0
4.100,1.193,1.159,0.0
4.200,1.200,1.157,0.0
4.300,1.206,1.153,0.0
4.400,1.216,1.144,0.0
4.500,1.221,1.137,0.0
4.600,1.224,1.135,0.0
4.700,1.228,1.134,0.0
4.800,1.229,1.134,0.0
4.900,1.232,1.137,0.0
5.000,1.232,1.140,0.0
5.100,1.232,1.140,0.0
5.200,1.234,1.137,0.0
5.300,1.231,1.135,0.0
5.400,1.234,1.135,0.0
5.500,1.239,1.133,0.0
5.600,1.238,1.128,0.0
5.700,1.254,1.119,0.0
5.800,1.279,1.108,0.0
5.900,1.294,1.093,0.0
6.000,1.304,1.078,0.0
6.100,1.303,1.077,0.0
6.200,1.300,1.082,0.0
6.300,1.302,1.085,0.0
6.400,1.311,1.086,0.0
6.500,1.319,1.083,0.0
6.600,1.320,1.077,0.0
6.700,1.325,1.078,0.0
6.800,1.329,1.074,0.0
6.900,1.335,1.063,0.0
7.000,1.349,1.046,0.0
7.100,1.372,1.022,0.0
7.200,1.421,0.983,0.0
7.300,1.446,0.963,0.0
7.400,1.455,0.954,0.0
7.500,1.450,0.949,0.0
7.600,1.446,0.949,0.0
7.700,1.455,0.941,0.0
7.800,1.472,0.927,0.0
7.900,1.488,0.912,0.0
8.000,1.494,0.897,0.0
8.100,1.512,0.886,0.0
8.200,1.529,0.869,0.0
8.300,1.557,0.846,0.0
8.400,1.595,0.817,0.0
8.500,1.631,0.789,0.0
8.600,1.666,0.762,0.0
8.700,1.694,0.740,0.0
8.800,1.725,0.721,0.0
8.900,1.789,0.701,0.0
9.000,1.871,0.682,0.0
9.100,1.961,0.666,0.0
9.200,2.047,0.653,0.0
9.300,2.132,0.643,0.0
9.400,2.212,0.638,0.0
9.500,2.289,0.636,0.0
9.600,2.384,0.636,0.0
9.700,2.479,0.639,0.0
9.800,2.576,0.648,0.0
