0.000,1.039,0.875,0.0
0.100,1.044,0.875,0.0
0.200,1.057,0.878,0.0
0.300,1.080,0.882,0.0
0.400,1.126,0.885,0.0
0.500,1.201,0.887,0.0
0.600,1.301,0.889,0.0
0.700,1.413,0.891,0.0
0.800,1.493,0.872,0.0
0.900,1.516,0.848,0.0
1.000,1.513,0.845,0.0
1.100,1.518,0.841,0.0
1.200,1.526,0.836,0.0
1.300,1.538,0.831,0.0
1.400,1.552,0.823,0.0
1.500,1.567,0.816,0.0
1.600,1.581,0.812,0.0
1.700,1.596,0.808,0.0
1.800,1.610,0.806,0.0
1.900,1.624,0.805,0.0
2.000,1.632,0.805,0.0
2.100,1.639,0.804,0.0
2.200,1.649,0.801,0.0
2.300,1.664,0.794,0.0
2.400,1.686,0.782,0.0
2.500,1.708,0.772,0.0
2.600,1.731,0.759,0.0
2.700,1.757,0.747,0.0
2.800,1.789,0.738,0.0
2.900,1.805,0.736,0.0
3.000,1.821,0.737,0.0
3.100,1.838,0.739,0.0
3.200,1.851,0.739,0.0
3.300,1.865,0.737,0.0
3.400,1.881,0.733,0.0
3.500,1.900,0.730,0.0
3.600,1.935,0.727,0.0
3.700,1.987,0.726,0.0
3.800,2.041,0.726,0.0
3.900,2.106,0.725,0.0
4.000,2.176,0.723,0.0
4.100,2.252,0.719,0.0
4.200,2.325,0.715,0.0
4.300,2.380,0.710,0.0
4.400,2.435,0.704,0.0
4.500,2.505,0.696,0.0
4.600,2.587,0.689,0.0
4.700,2.657,0.686,0.0
4.800,2.710,0.689,0.0
4.900,2.767,0.696,0.0
5.000,2.846,0.701,0.0
5.100,2.935,0.704,0.0
5.200,3.022,0.702,0.0
5.300,3.104,0.702,0.0
5.400,3.192,0.700,0.0
5.500,3.272,0.695,0.0
5.600,3.339,0.695,0.0
5.700,3.421,0.697,0.0
5.800,3.502,0.694,0.0
5.900,3.579,0.692,0.0
6.000,3.661,0.692,0.0
6.100,3.759,0.695,0.0
6.200,3.862,0.700,0.0
6.300,3.952,0.710,0.0
6.400,4.040,0.723,0.0
6.500,4.117,0.732,0.0
6.600,4.188,0.739,0.0
6.700,4.269,0.744,0.0
6.800,4.347,0.744,0.0
6.900,4.421,0.741,0.0
7.000,4.483,0.738,0.0
7.100,4.536,0.735,0.0
7.200,4.594,0.724,0.0
7.300,4.662,0.710,0.0
7.400,4.737,0.703,0.0
7.500,4.765,0.723,0.0
7.600,4.791,0.752,0.0
7.700,4.823,0.782,0.0
7.800,4.846,0.812,0.0
7.900,4.876,0.835,0.0
8.000,4.925,0.844,0.0
8.100,4.943,0.860,0.0
8.200,4.980,0.886,0.0
8.300,5.021,0.915,0.0
8.400,5.020,0.917,0.0
8.500,5.020,0.919,0.0
8.600,5.019,0.922,0.0
8.700,5.018,0.922,0.0
8.800,5.018,0.922,0.0
8.900,5.009,0.922,0.0
9.000,5.005,0.923,0.0
9.100,5.013,0.929,0.0
9.200,5.009,0.940,0.0
9.300,5.006,0.948,0.0
9.400,5.004,0.956,0.0
9.500,5.002,0.962,0.0
9.600,5.002,0.965,0.0
9.700,5.002,0.963,0.0
9.800,5.003,0.961,0.0
