0.000,0.463,0.252,0.0
0.100,0.468,0.252,0.0
0.200,0.497,0.251,0.0
0.300,0.542,0.253,0.0
0.400,0.598,0.257,0.0
0.500,0.671,0.258,0.0
0.600,0.756,0.261,0.0
0.700,0.820,0.262,0.0
0.800,0.877,0.262,0.0
0.900,0.952,0.262,0.0
1.000,0.985,0.264,0.0
1.100,1.016,0.268,0.0
1.200,1.035,0.272,0.0
1.300,1.047,0.275,0.0
1.400,1.056,0.286,0.0
1.500,1.064,0.302,0.0
1.600,1.066,0.316,0.0
1.700,1.067,0.326,0.0
1.800,1.070,0.334,0.0
1.900,1.077,0.342,0.0
2.000,1.084,0.345,0.0
2.100,1.086,0.351,0.0
2.200,1.095,0.358,0.0
2.300,1.119,0.358,0.0
2.400,1.173,0.355,0.0
2.500,1.238,0.348,0.0
2.600,1.261,0.344,0.0
2.700,1.280,0.323,0.0
2.800,1.300,0.309,0.0
2.900,1.310,0.308,0.0
3.000,1.320,0.309,0.0
3.100,1.330,0.308,0.0
3.200,1.338,0.307,0.0
3.300,1.340,0.309,0.0
3.400,1.347,0.312,0.0
3.500,1.346,0.304,0.0
3.600,1.353,0.299,0.0
3.700,1.366,0.299,0.0
3.800,1.368,0.298,0.0
3.900,1.369,0.303,0.0
4.000,1.370,0.304,0.0
4.100,1.369,0.298,0.0
4.200,1.368,0.292,0.0
4.300,1.372,0.291,0.0
4.400,1.376,0.301,0.0
4.500,1.380,0.316,0.0
4.600,1.384,0.328,0.0
4.700,1.386,0.338,0.0
4.800,1.392,0.350,0.0
4.900,1.396,0.360,0.0
5.000,1.399,0.367,0.0
5.100,1.405,0.380,0.0
5.200,1.418,0.396,0.0
5.300,1.422,0.400,0.0
5.400,1.427,0.401,0.0
5.500,1.432,0.402,0.0
5.600,1.449,0.400,0.0
5.700,1.484,0.394,0.0
5.800,1.544,0.391,0.0
5.900,1.615,0.383,0.0
6.000,1.618,0.393,0.0
6.100,1.632,0.407,0.0
6.200,1.648,0.421,0.0
6.300,1.655,0.424,0.0
6.400,1.663,0.425,0.0
6.500,1.675,0.430,0.0
6.600,1.691,0.440,0.0
6.700,1.713,0.451,0.0
6.800,1.720,0.449,0.0
6.900,1.722,0.444,0.0
7.000,1.740,0.447,0.0
7.100,1.766,0.459,0.0
7.200,1.797,0.476,0.0
7.300,1.816,0.483,0.0
7.400,1.853,0.498,0.0
7.500,1.898,0.528,0.0
7.600,1.939,0.558,0.0
7.700,1.985,0.578,0.0
7.800,2.032,0.586,0.0
7.900,2.077,0.587,0.0
8.000,2.130,0.584,0.0
8.100,2.194,0.582,0.0
8.200,2.275,0.581,0.0
8.300,2.361,0.578,0.0
8.400,2.456,0.575,0.0
8.500,2.549,0.570,0.0
8.600,2.629,0.563,0.0
8.700,2.700,0.562,0.0
8.800,2.757,0.569,0.0
8.900,2.863,0.582,0.0
9.000,2.980,0.589,0.0
9.100,3.108,0.589,0.0
9.200,3.237,0.586,0.0
9.300,3.337,0.579,0.0
9.400,3.425,0.572,0.0
9.500,3.507,0.566,0.0
9.600,3.571,0.560,0.0
9.700,3.626,0.556,0.0
9.800,3.693,0.559,0.0
